sequence,run_priority,chapter,query,scope_naid,scope_label,scout_search_url,catalog_search_url,existing_file_unit_leads_in_chapter,high_priority_file_unit_leads_in_chapter,chapter_readiness_band,chapter_readiness_score,top_chapter_risk,target_record_types,why_run_this_query,dedupe_note,harvester_command,capture_result_count,capture_top_naids,capture_item_level_hits,capture_child_item_urls,capture_dates_or_date_spans,capture_source_paths,capture_candidates_promoted,capture_context_only_leads,disposition,compiler_notes
411,High,Conventional Arms and Landmines,Convention on Certain Conventional Weapons,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=Convention%20on%20Certain%20Conventional%20Weapons,https://catalog.archives.gov/search?q=Convention%20on%20Certain%20Conventional%20Weapons&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets Convention, Certain, Conventional, Weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
412,High,Conventional Arms and Landmines,conventional arms,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=conventional%20arms,https://catalog.archives.gov/search?q=conventional%20arms&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets conventional, arms",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
413,High,Conventional Arms and Landmines,export controls conventional,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=export%20controls%20conventional,https://catalog.archives.gov/search?q=export%20controls%20conventional&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets export, controls, conventional",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
414,High,Conventional Arms and Landmines,landmine control regime,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=landmine%20control%20regime,https://catalog.archives.gov/search?q=landmine%20control%20regime&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets landmine, control, regime",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
415,High,Conventional Arms and Landmines,landmines,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=landmines,https://catalog.archives.gov/search?q=landmines&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets landmines,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
416,High,Conventional Arms and Landmines,PDD-34,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=PDD-34,https://catalog.archives.gov/search?q=PDD-34&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,Presidential decision directive file; PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets PDD-34,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
417,High,Conventional Arms and Landmines,PDD-48,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=PDD-48,https://catalog.archives.gov/search?q=PDD-48&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,Presidential decision directive file; PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets PDD-48,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
418,High,Conventional Arms and Landmines,Protocol II,7388773,NSC Nonproliferation and Export Controls Office,https://therealjameswilson.github.io/nara-scout/?q=Protocol%20II,https://catalog.archives.gov/search?q=Protocol%20II&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets Protocol,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
419,High,Conventional Arms and Landmines,anti-personnel landmine,7585451,Robert Bell's Files,https://therealjameswilson.github.io/nara-scout/?q=anti-personnel%20landmine,https://catalog.archives.gov/search?q=anti-personnel%20landmine&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets anti-personnel, landmine",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
420,High,Conventional Arms and Landmines,arms transfers,7585451,Robert Bell's Files,https://therealjameswilson.github.io/nara-scout/?q=arms%20transfers,https://catalog.archives.gov/search?q=arms%20transfers&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets arms, transfers",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
421,High,Conventional Arms and Landmines,Convention on Certain Conventional Weapons,7585451,Robert Bell's Files,https://therealjameswilson.github.io/nara-scout/?q=Convention%20on%20Certain%20Conventional%20Weapons,https://catalog.archives.gov/search?q=Convention%20on%20Certain%20Conventional%20Weapons&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets Convention, Certain, Conventional, Weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
422,High,Conventional Arms and Landmines,conventional arms,7585451,Robert Bell's Files,https://therealjameswilson.github.io/nara-scout/?q=conventional%20arms,https://catalog.archives.gov/search?q=conventional%20arms&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets conventional, arms",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
423,High,Conventional Arms and Landmines,export controls conventional,7585451,Robert Bell's Files,https://therealjameswilson.github.io/nara-scout/?q=export%20controls%20conventional,https://catalog.archives.gov/search?q=export%20controls%20conventional&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets export, controls, conventional",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
424,High,Conventional Arms and Landmines,landmine control regime,7585451,Robert Bell's Files,https://therealjameswilson.github.io/nara-scout/?q=landmine%20control%20regime,https://catalog.archives.gov/search?q=landmine%20control%20regime&collectionIdentifier=WJC*,1,0,Discovery first,26,High: Turn the conventional chapter from placeholder into a review lane,PDD/NSC policy file; DOD/State implementation record; CCW treaty file; landmine decision memorandum,"chapter has 1 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Turn the conventional chapter from placeholder into a review lane; query targets landmine, control, regime",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
